年均温,年降水,蒸散量,母岩,DEM,坡度,坡向,地形部位,TWI,平面曲率,剖面曲率,NDVI,LAI,植被类型,土地利用,地表土壤湿度,pH,coordinates_x,coordinates_y
14.470583,979.8258,904.1291,1,2052,2.9632065,7,4,7.1412163,0.0002783998500545,-0.0004880914193174,0.19462144630693,0.5755705429976449,4,2,27.369562,5.51,34657479.8316,2810829.1832999997
14.457663,985.7124,910.1983,1,2078,4.2326665,2,2,5.9703135,-0.0021371647411381,-0.0008313119185869,0.2286383405627891,0.7094744487802352,4,2,26.974447,5.04,34662685.4142,2811694.2700999994
14.45143,983.6138,908.4749,1,2065,1.0266542,1,2,8.829156,0.0015175703472122,0.000682370597043,0.2092080022351356,0.6298164324576655,4,2,28.61744,5.14,34660961.3429,2811608.1029000003
14.479476,982.6234,907.2972,2,2061,4.2326756,4,3,7.3839703,0.0002783998500635,-0.0001815217161086,0.2326495989815157,0.7062885119447916,4,2,27.467272,4.97,34659126.2333,2811806.8104
14.931367,952.0545,900.81824,2,2004,4.2024403,1,2,5.480639,-0.0020742055070645,-0.0008491026288374,0.2055143894690809,0.5839495219026167,4,2,24.544249,4.96,34644772.6109,2809826.1390000004
14.832879,957.442,900.6233,2,2053,5.4417257,5,3,5.7530026,-0.0024153360478705,-0.0016662520226556,0.2414661651373372,0.7550641481491017,2,2,27.355017,4.69,34647103.5356,2810034.467700001
15.350934,963.6116,909.10345,1,1959,7.660631,1,3,5.64335,-0.0018585911807967,-0.0009988547649027,0.4830386076222063,1.6296336823771418,4,2,26.594475,4.19,34633987.4882,2810252.8408000004
15.070245,949.11615,901.24817,2,2008,1.383308,2,2,5.7020493,-0.0021369636130082,-0.0032100120111472,0.3128994001089218,1.0143988815032072,1,2,25.031551,5.03,34642464.1883,2810172.1052
15.232871,951.02783,903.1087,3,1926,8.219858,2,3,5.769557,0.003681934837547,0.0018870204342013,0.2379719086679904,0.7081966161743549,2,2,28.092323,4.65,34638830.825,2810445.3895999994
14.824256,964.02844,901.2319,2,1996,4.0999026,5,5,11.497106,0.0007096741737013,-0.0006823250640715,0.3731599873621777,1.2332467890752554,3,2,27.880413,4.77,34649032.1685,2811039.0149000008
15.226052,950.0848,902.7005,3,1926,7.2086835,5,4,9.0641575,0.0007724124774538,-5.008575781961252e-05,0.2377140371807517,0.6861008566906528,2,2,25.24302,5.85,34639812.5007,2811416.3626000006
15.287406,953.52795,904.47,3,1919,4.1001,1,3,8.046805,0.0014547954687587,0.0006435691683788,0.1396338306783628,0.293881965872409,2,1,24.906115,4.83,34637766.4723,2811565.340500001
15.119006,949.0733,901.62634,1,1975,6.3075547,4,3,5.9387846,-0.0006820844701254,-0.0004448373974274,0.2577046884414706,0.8149326438180857,1,2,25.794174,4.56,34640359.0035,2808598.6443000007
14.982981,953.4253,900.7341,1,1980,3.4539464,4,3,6.5293283,0.0007450557663874,0.0010640849770649,0.2864253842749263,0.9035853063130068,2,2,26.185574,4.73,34645291.7059,2810803.0237000007
14.942383,956.51556,900.6648,1,2034,10.220246,6,1,5.762674,0.0009607249265901,0.0010899755704997,0.3219309891250549,1.0467463186544486,2,2,26.506773,4.99,34646487.6067,2811008.4529
15.061713,953.922,900.5977,1,1969,13.296215,8,3,5.6120434,0.0060161319309373,0.0028205281762432,0.3094777395676188,1.0016904617556446,2,2,27.577873,5.39,34645453.1206,2811916.0526
14.424017,983.5172,908.2098,1,2045,5.0585675,6,4,6.3407893,0.0017331617885721,0.000535170513667,0.3841830697499464,1.271346720178054,4,1,28.160482,4.72,34662117.854100004,2811174.3189000003
14.949182,948.1108,900.5638,2,1962,6.3064685,4,4,5.335965,-0.0003408628354039,0.0009462710730783,0.3004095909918848,0.9605530981164918,4,2,26.829683,5.14,34641281.7121,2805084.3786999993
14.248199,980.7042,893.5541,6,2096,2.1189952,2,3,6.5792513,-0.0010226204038478,0.0002823099553105,0.1630438753094799,0.4494681084493823,4,2,30.6771,4.43,34664241.7695,2805551.716499999
14.273583,982.1864,894.5638,1,2121,6.882119,2,3,8.629559,0.0024430885688322,0.0002109397156646,0.2959889835932137,0.9525157488606846,4,2,28.683641,5.12,34664744.1954,2806257.1549999993
15.197159,951.17474,901.0696,1,1990,0.92740995,7,2,5.807602,-0.0051423763172592,-0.001391998750273,0.3073971393607485,0.9864554370533428,1,2,27.05297,5.16,34638477.3883,2806618.0165999997
15.344006,963.8194,906.5485,3,1956,0.0,7,3,8.077117,0.0005285860903631,0.0,0.2295745124220001,0.6823181737972647,4,2,25.881283,4.73,34634002.7812,2806629.1739000008
14.2398,983.38135,892.229,6,2100,4.495499,2,2,6.189589,0.0002783998500852,-0.0001839830515113,0.2253479697131794,0.5998934573114184,4,3,28.8085,4.95,34665248.4245,2805279.1805000007
14.235858,980.14825,892.85706,6,2083,1.3830054,4,4,6.505041,0.0017953007711016,0.0005693992381689,0.2569842550664809,0.8078483614880337,4,2,30.867884,4.82,34664140.7309,2805099.2064999994
14.279013,989.91064,896.2207,2,2106,7.205957,5,3,11.807442,-0.0026306431296328,-0.0004784844111127,0.2256852036006368,0.6898555649738014,3,2,31.29042,4.82,34667139.4108,2806564.8419000003
14.886285,949.9855,900.98956,2,2016,0.92740995,7,3,7.8421154,6.259978377671089e-05,-0.0002783997500527,0.2997629962668421,0.9549548196529768,4,2,27.060904,6.09,34643370.9258,2807792.1077999994
15.072408,949.2051,900.9781,1,1954,6.3068557,2,3,5.7928643,-0.0015170528485652,-0.0004419339887972,0.3450481253895839,1.1307531474204773,4,2,25.441532,5.71,34639928.9553,2806309.0536
15.116478,949.9614,901.0446,2,1960,3.5900073,6,3,7.4305153,-0.0017329258994736,-0.0003484660931773,0.3168596909507375,1.0259464174907733,1,2,26.021544,5.65,34639332.2816,2806319.4878000002
15.095865,949.81555,900.8421,2,1987,3.7047918,7,3,7.0763774,0.0002783998500455,0.0002783998438045,0.2144186113160231,0.6160916393174585,1,2,26.048464,4.74,34639291.3106,2805510.7003000006
15.033175,948.99854,900.69244,2,1979,1.0261493,1,2,6.0434594,-0.0019202024418757,-0.0013634023417667,0.2360319788752166,0.6941750147411203,4,2,26.159363,4.82,34639932.9754,2804823.6755
15.005375,948.61346,900.7972,2,1981,3.4534996,4,2,6.479826,-6.250096440579139e-05,-0.000234200329634,0.2966870561346842,0.9332355172205332,4,2,30.780436,5.27,34640633.672299996,2805803.339400001
15.3438835,962.3419,905.6051,4,1941,8.219155,6,3,4.998204,0.0012042500913295,0.0030757554383575,0.2088288072046567,0.6102790555914684,4,2,26.676348,4.4,34634675.5894,2807330.0678000003
14.972401,948.9389,901.06934,2,1998,1.0263591,5,1,8.3121195,-0.0019207556465843,-0.0013639555464753,0.2791307459379102,0.8721451526201383,4,2,26.270409,5.09,34642055.0787,2807553.9431
14.133762,995.2291,896.78613,2,2178,4.738808,3,2,5.690083,-0.0054818794973059,-0.0008681172011567,0.1752560626679923,0.4615442633020096,3,2,28.949938,4.62,34669803.0798,2804600.246200001
14.785322,952.3794,900.8205,2,2047,3.7047918,7,2,5.754922,-0.0030344463147376,-0.0016703990628274,0.2855361911214271,0.9114329416085954,4,2,25.612045,4.92,34645013.5895,2808046.4810000006
14.218203,980.61694,892.07404,6,2085,1.8543341,7,2,6.479826,-0.0013295742282106,-0.0016703989503274,0.2376017832139836,0.7155069381384365,4,2,27.648504,5.05,34664432.9002,2804595.0472
15.310135,963.8715,906.8558,3,1969,3.8435283,3,2,6.078935,-0.0019828127627594,-6.312005561361269e-05,0.2353878691414077,0.7194692781357451,1,1,26.753706,6.23,34633673.8662,2805397.8444
14.246085,983.7252,892.28064,6,2101,3.21216,1,1,6.8305144,-0.0004658070328517,0.0005567995001092,0.1785091265956871,0.4886491861707238,4,2,28.864626,4.82,34665341.9623,2805441.6141999997
14.258896,990.39325,895.4539,2,2117,1.8543341,7,1,7.252788,-0.0016703991003274,-0.0016703989503274,0.2790679738536084,0.8944714731364903,3,2,31.471596,4.59,34667327.306099996,2806138.8367999997
15.210301,953.2325,900.82825,1,1979,2.2511456,6,3,7.9502273,0.0033121348778832,0.002387372560348,0.1904287860870042,0.4888526735173653,1,10,24.571613,4.59,34637259.1356,2804472.385500001
15.083745,949.83673,900.5926,1,1974,9.344884,6,3,6.009534,-0.0024143691296845,-0.0003203556808874,0.353154328325437,1.159202739248672,1,2,25.588648,4.92,34638756.9806,2803608.8867000006
14.820562,947.41003,900.2049,2,2054,7.6573343,5,3,7.3326917,0.0004031800695531,0.0005563251742415,0.2637417127240794,0.7840616831249848,1,2,27.341114,4.57,34642658.0617,2803687.6393999998
14.203345,984.09247,891.3924,2,2136,6.2022967,5,2,6.713191,-0.0042096395168673,-0.0018125630624,0.2386745708485364,0.7438662028193403,4,2,29.627707,5.12,34665704.05,2804273.9268999994
13.923482,993.02594,897.4285,2,2257,4.8091073,2,3,6.526571,0.0010841170780652,0.0001059603399842,0.2871591208495841,0.9198435620254004,3,2,31.36609,4.57,34673547.0436,2800853.2872
15.016372,948.2754,901.0839,1,1991,2.7802885,7,4,6.2326775,0.0013004421161872,0.0002783998389434,0.3798083350530542,1.2498389604482036,1,2,26.885386,5.39,34638742.9777,2801476.2793000005
13.967353,995.65924,898.8036,2,2228,3.8434455,7,3,8.871735,3.670151635600138e-15,-0.0001582371241936,0.2571466809466239,0.8125505168130615,3,2,32.367058,4.91,34674392.9618,2801789.7929
15.108368,953.79065,903.3122,1,2008,6.1687074,8,2,6.425509,0.0018572418163233,0.0009172599540919,0.2198019519936036,0.6655615338295239,1,2,25.198067,7.0,34636086.6016,2801418.4003999997
14.417663,959.9169,895.7269,2,2118,5.515597,6,3,6.689436,-0.001113599400186,-0.0001942855179948,0.231657338904166,0.7095270877261735,1,2,30.69573,4.57,34653283.8,2803215.7808
15.146236,951.4398,900.7368,2,1955,8.8761,8,3,5.969574,-0.000124825754298,-2.96225694761554e-05,0.2891469202499537,0.9244671378492892,1,2,24.971071,4.37,34638009.3566,2804044.9300999995
15.190633,953.06116,901.13385,1,1996,8.205196,5,3,5.9703135,-0.0022608253872879,-0.0015598909115819,0.2347201989125983,0.732582867899457,1,2,25.424803,4.64,34637139.6051,2803903.8797999993
15.100027,954.69745,904.09143,1,1955,2.2506402,2,5,6.5792513,0.0020404470186067,0.000364472743295,0.3954307125977502,1.3136519879778288,1,2,27.778547,6.09,34635575.5389,2800826.7048000004
14.034828,986.34174,890.85724,1,2142,5.640438,7,3,5.2512236,0.0022271988004545,0.0034718124539563,0.2381746444348168,0.7400154387726554,2,2,28.814325,4.39,34667598.1026,2801270.3417000007
15.054946,949.8304,901.6769,2,1992,2.2507172,4,4,6.7298036,0.0004029555975081,0.0002873712277268,0.364180358396388,1.198715424972164,1,10,27.309042,4.73,34637795.6064,2801407.224199999
14.00431,991.9023,893.69086,2,2164,3.8434482,7,1,5.220581,-0.0065900438146985,-0.0055679968760914,0.175198798558148,0.4700932053859632,3,2,28.618006,4.89,34669925.1137,2801851.916200001
14.890226,945.961,899.64325,2,2029,3.8434443,3,5,7.234659,0.0023517454535086,0.0009671919570911,0.2602345170601218,0.8312434112386209,1,2,28.555477,4.7,34641777.8071,2801353.5097000003
14.691505,951.6667,898.1854,4,2036,5.9101405,3,3,8.5654955,0.0015787646703264,0.0004125512546153,0.4535797157931994,1.5262058876505329,1,2,25.854544,4.41,34646838.5744,2801051.8400999997
14.209752,971.45337,891.4181,2,2114,5.43888,5,3,8.173613,0.0016412259619581,0.0008435010401023,0.196683554717678,0.5651339041665103,2,2,26.332474,5.18,34661670.6774,2802231.171599999
14.042772,987.5355,891.3254,1,2146,5.5151954,8,3,6.454088,0.0047034787817158,0.0010266293276753,0.3905155947028463,1.2955825774890106,2,2,33.81464,4.78,34667878.4014,2801609.9306000005
14.108469,995.32153,896.4544,1,2172,10.995547,2,3,5.303748,-0.0011759986162545,-0.0009678263852719,0.1789216114057615,0.4895600859101037,3,2,29.595194,4.89,34670070.9118,2804175.2237
14.109975,992.10095,893.9876,1,2185,14.075829,5,3,6.28558,-0.0016703991004352,-1.0781733387918681e-13,0.2537612220005238,0.8001081011978958,3,2,28.287506,5.01,34668640.3614,2803663.8143000007
13.99352,991.66675,893.6218,2,2157,6.305319,6,3,10.114989,-0.0006190715109076,0.0008505955538823,0.1931380091760883,0.5356099963581972,3,2,29.28457,4.37,34670017.3848,2801644.3565999996
14.253657,967.7379,891.6182,2,2119,2.2507043,6,3,6.978505,-0.000278399850051,0.000646283634825,0.2677812359018948,0.8390314785691447,1,2,26.876472,5.05,34660271.127000004,2801551.8938999996
15.206533,962.9813,907.9749,3,1979,6.403172,1,3,9.987109,-0.0023518849507537,-0.0011040919899305,0.2213294042344681,0.6539598051472055,1,2,26.916342,4.81,34633172.6516,2802628.0779999997
14.490258,958.6941,896.8247,1,2050,2.7802885,3,3,6.740043,-0.0004654472784241,0.0005567996778869,0.2630642269685638,0.8371446288609009,1,2,27.383022,5.0,34651346.259,2802964.9789000005
14.894325,946.4092,899.82263,2,2037,4.1421347,4,3,10.4953575,0.0001246285189771,-0.000488210729918,0.2423218015698761,0.7090514486789853,1,2,26.729282,5.03,34641623.7164,2802156.2521
14.627619,952.979,898.8009,6,2028,4.7387776,3,3,5.925085,-0.001425238939649,0.0003158279276622,0.2622468099590579,0.8192382476756055,1,2,25.888252,5.84,34646860.8159,2802472.880999999
15.19394,953.6833,901.623,1,2003,4.2006006,1,1,6.8966904,-0.0014543878423989,-0.0003407884359306,0.2540650836118446,0.7691795751935885,1,2,26.197206,7.07,34636781.787,2803557.3617000002
15.079945,950.42566,901.5358,2,2002,3.4531622,8,3,7.48779,0.0009598220037722,0.0015973372692346,0.296274740629433,0.9413225057202408,1,2,26.802849,4.93,34637762.0635,2802068.7842999995
14.131683,969.0632,888.08344,6,2077,6.400598,5,3,6.7989345,-0.0001543164105436,0.0003844577871434,0.2633113682344745,0.8334483620013589,2,2,29.471106,6.41,34663158.7725,2797028.427100001
13.862682,986.3501,891.3686,1,2207,8.23977,6,3,7.0956635,0.0005567997000463,0.0023947038828656,0.442061604800429,1.4784192182774332,2,2,31.399586,4.19,34670525.6954,2797542.0874000005
13.863438,985.7496,890.04346,6,2129,4.198548,5,3,6.999946,-0.0030018961253257,-0.0020748754741843,0.2765126522732117,0.8672688054937123,2,2,31.12808,5.36,34669793.5402,2797026.3979
14.207761,966.6916,888.87897,6,2069,1.8543341,3,3,9.487972,-0.0011135994002219,-0.0011135993002219,0.2541856861229323,0.7954244398440832,2,2,29.435003,5.92,34662150.1349,2796954.8583000004
14.35576,961.95447,892.21204,1,2049,2.962929,3,4,6.637518,-9.176623747777903e-05,-0.0006581472970542,0.3865911771579289,1.2817246598520713,2,2,27.543077,5.25,34658476.4167,2800288.925899999
14.393781,960.6321,890.8882,1,2036,4.198575,5,3,6.6319313,-0.0021031153608359,-0.0004146141687442,0.3173517174757122,1.0299340071561789,1,2,26.99181,7.07,34659764.3322,2796995.7598
15.080246,954.5771,904.3187,1,1966,9.852413,5,3,7.1877613,-0.0028167001135145,-0.0009819629525769,0.4170450720149016,1.3910995068634018,3,2,27.629438,5.22,34635456.6068,2800236.260500001
13.996498,985.90137,890.4983,6,2155,5.4382224,5,2,5.530549,-0.0036518617951127,-0.0011405918932942,0.2925705184012041,0.9417899650688386,2,2,34.728226,6.41,34667877.8243,2800455.3817999996
14.151859,995.4485,897.21814,2,2177,13.848045,5,3,4.645111,0.0021361104561003,0.0011923070537811,0.2489128371355257,0.7840131736305912,3,2,28.880074,4.73,34669750.7881,2804913.2376000006
14.232803,970.4857,895.3316,2,2165,3.2122478,5,4,6.38323,0.0006192885094658,0.0003356876871322,0.2982467891451629,0.9587169123956932,4,2,25.92273,4.83,34656899.6418,2805743.8905999996
14.259283,974.4293,895.02246,2,2091,5.20028,1,3,8.2083,-0.0006817438979191,-0.0009836857988415,0.3410268433774049,1.113813688349175,4,2,24.621683,5.01,34661030.8388,2805477.1216
14.25196,976.0756,894.47784,2,2093,8.3506365,3,2,6.1072984,0.0005567997001181,0.0003992678228484,0.3264476110110843,1.0606414773235775,2,2,28.531696,5.04,34662233.739,2805394.5863000005
14.516107,960.7505,899.0102,5,2092,4.7388296,7,2,5.737907,-0.0036873016372926,-0.0002532151539326,0.1803095435088559,0.4268256887192972,1,2,27.448574,4.58,34649648.6007,2805723.3816
14.722957,951.5051,900.92316,2,2060,5.8177185,6,3,5.7745323,-0.0034376868326864,-0.0006062677478503,0.2184321721583985,0.611873315487986,4,2,25.546162,4.52,34644706.5807,2806761.8033000007
15.178251,952.0247,900.66064,1,1953,6.133941,5,3,7.230228,0.0025394150128776,0.0017042154488213,0.2506025345505206,0.786522481987679,1,2,25.363754,4.65,34637839.4048,2804645.3714000005
15.173577,951.5302,900.7933,1,1979,4.2322392,4,3,6.1373672,-0.0010226842101871,0.0002823085020569,0.2576292895048315,0.8020944319036422,1,2,26.158567,4.51,34638276.4668,2805693.5923999995
15.128138,950.4061,900.86597,2,1971,2.1190088,6,3,6.802395,-0.0021362790523621,-0.000831293639397,0.2716805109231244,0.83859828287106,1,2,24.599863,5.36,34638920.4995,2805649.1173
15.143689,954.5407,903.09686,1,1993,8.20417,5,2,5.9853296,-0.002630233235026,-0.0007661355358129,0.4286127682423793,1.433279978004237,1,2,25.644876,5.31,34636045.094,2802158.057499999
15.12286,952.102,901.94525,2,1998,2.2508628,4,3,6.9258246,-0.0024765225650093,-0.0022453435010914,0.2032111983152728,0.5693106544963994,1,2,26.999836,4.62,34637058.6462,2802430.3078000005
14.305431,964.8762,893.41547,2,2156,4.4947395,4,5,6.2909446,0.0015166399006838,0.0002451712636056,0.2324167633099735,0.7144438018293114,2,2,26.07069,4.85,34657489.6031,2802447.3785999995
14.457807,957.683,894.5283,2,2101,10.146443,7,3,7.4278398,0.003065894910553,0.000214645061496,0.1979878662777155,0.5919630653154448,2,2,27.799927,4.98,34654549.3834,2801136.7470999993
14.443314,958.18024,894.2327,2,2127,3.4530566,2,2,6.448069,-0.0004651561778295,0.0002948778740547,0.1860045628952649,0.5430883817932729,2,2,28.02165,4.8,34655082.618200004,2801076.374399999
14.388612,960.1612,895.084,2,2083,4.2003083,5,5,8.624387,0.001425292023871,0.001872263782101,0.2721963857236925,0.8644746445489014,1,2,28.187708,6.05,34654298.9378,2802776.7491999995
14.286099,965.8845,893.64215,2,2159,8.031251,6,4,6.166068,-5.3904321365403547e-14,-0.0007534996801838,0.264256698764768,0.8358149122408026,4,2,26.532223,5.09,34657525.2211,2803005.3998000007
14.209445,983.33905,891.4318,2,2106,1.38296,2,3,9.22841,-0.0009600192325028,-0.0002783997500564,0.3229201358837258,1.049139444944424,4,2,30.04788,4.78,34665382.862900004,2804312.0911999997
15.051573,949.1515,900.6926,2,1989,2.963041,3,3,6.3183684,-0.0004032529306645,0.0003634569260101,0.1979774694863823,0.5257995135203991,4,2,26.472704,4.81,34639515.7798,2804350.9898000006
14.533498,955.57745,895.1727,2,2122,10.19227,1,3,7.270181,-0.0007729671381385,0.000494531465335,0.2225965855924739,0.687848748957071,1,2,28.622072,4.69,34653143.0757,2800670.797700001
14.676484,952.7738,897.68695,4,2036,6.4022775,5,3,7.9459352,-0.0006190381722746,-0.0005056113648431,0.2872061331519841,0.9143354485973478,2,2,25.356617,4.82,34647849.6243,2800741.6752000004
14.25647,967.0475,891.26575,1,2155,10.536162,7,3,6.3442492,-0.0026923367947951,-8.354395606652475e-05,0.2246044034878732,0.6913287085633921,1,2,24.957386,5.11,34660406.0323,2801017.3817999996
14.814215,946.8278,899.165,4,2062,2.763969,8,3,6.8731446,0.0024762254220662,0.0009442335039997,0.3239259744807713,1.0499792217223611,1,2,24.837559,4.36,34643635.2327,2801032.3215999994
14.337038,963.0462,893.27435,2,2153,7.2035265,5,3,5.786679,0.0026009206132379,0.0017850115335885,0.2733775785664252,0.8412665287270825,2,2,26.475098,5.23,34657251.2491,2801797.045
14.538977,956.212,896.0226,2,2070,1.8543341,3,4,9.465145,-0.0002161310704918,-0.0005567996501091,0.2502025344800055,0.776459978988738,1,2,27.207872,5.11,34651872.516499996,2801367.8794
14.673354,950.1857,899.5159,4,2035,5.058071,4,3,9.970347,0.0004031042035645,-0.0003491589513994,0.1966384750302548,0.561946357688527,2,2,25.661844,4.37,34645256.5008,2802944.7587
14.986576,947.4901,900.54785,2,1997,2.051269,5,5,11.531187,0.0017950518829158,0.0006814524326884,0.289290656240049,0.9277124723398786,1,10,26.815174,5.56,34639790.9141,2802350.2183999997
14.559054,956.61237,898.5816,4,2046,4.4951067,4,4,7.0373964,0.0013007606238024,0.0008537854305128,0.2305320452737375,0.7170252092293663,1,2,27.185356,4.76,34648155.8164,2803659.8417000007
15.239092,960.03357,905.2225,3,1958,3.8434887,3,4,10.308467,0.000772815510738,0.0010102392883502,0.2239904596143973,0.6393546779848791,4,2,27.914694,4.44,34634418.3118,2803443.3136
14.525522,958.4269,898.0671,5,2064,10.261405,6,3,5.8587418,-0.0012384069392945,-0.0017779479356537,0.3395283814960832,1.108987163026344,1,2,27.267342,4.75,34649344.1188,2803971.999399999
14.1303215,992.3037,894.3208,2,2245,6.133508,5,1,5.5139465,-0.0110831038694186,-0.0057935066711062,0.3110439586911604,1.0054210616833743,3,2,28.583021,4.83,34668586.6346,2804050.012700001
14.264429,968.07965,893.0613,2,2117,3.4532263,6,4,6.078935,0.0025679462763654,0.0009740385372204,0.2721950964268299,0.8642022738464518,4,2,25.561466,5.25,34658757.0603,2803031.8529000003
14.149977,987.82855,891.97107,2,2113,9.704286,8,4,7.957949,0.0032206336650414,0.0012602712205451,0.4600027842449987,1.5464532392510837,2,2,31.292162,5.24,34667072.7853,2803668.636499999
14.04137,991.93866,893.5,6,2122,2.7802885,3,3,7.7305436,-0.0022271988004365,-0.0022271987115476,0.2212356485434754,0.6689182100096507,3,2,29.955221,5.16,34669321.522,2802424.0068999995
15.005445,948.11414,900.32495,2,1983,7.4483023,7,3,7.252788,-0.0010846568045517,0.0004983734021128,0.2318331813800528,0.6905425383941443,1,2,26.29125,4.56,34639813.2383,2803102.073999999
14.5388155,957.48395,898.50995,4,2072,6.725633,2,3,5.9703135,-0.0014831741306289,0.000655311504083,0.1850266535040249,0.4886740191212724,1,2,28.191776,4.78,34648619.1403,2804058.2874999996
14.967234,947.5775,900.40295,2,2028,10.657449,8,1,5.245637,-0.0049865563278019,-0.0033980540451517,0.3347951629287488,1.0912122832893376,1,2,27.030424,4.67,34640306.0488,2802879.1054
14.999232,947.6921,901.2774,1,1997,2.7802885,3,3,7.090077,0.0006190230224243,0.0002783998389526,0.3631223499511177,1.1940671473789932,1,2,26.13679,5.09,34638532.0498,2800336.1755999997
14.465855,957.54846,893.93915,2,2105,3.2110882,5,3,5.9387846,0.0019192802708844,0.0005322908147062,0.2594818313573692,0.8174000158526694,2,2,27.38617,5.22,34655410.8059,2800437.9607999995
14.963401,947.5675,901.99774,2,1986,4.9449434,6,2,5.9703135,-0.0040536488526982,-0.0018726357005934,0.2138664294781885,0.6435696355727015,3,2,25.122784,4.89,34637673.6743,2797205.3528000005
14.972005,947.6192,902.1206,1,1964,2.0505881,1,4,9.208799,0.0014862036054917,0.0020430031556009,0.3136388135815552,1.013902794457394,3,2,25.16486,5.85,34637621.5897,2797884.079
14.978386,946.87616,900.9588,2,2004,0.92740995,3,4,13.972514,0.0013002693671418,0.0002783997500601,0.4250484377255814,1.4098426288754555,1,2,25.409542,5.81,34639121.78,2800308.0746999998
13.995724,975.28687,886.7512,1,2120,2.1186802,6,4,11.776029,0.0014540409700507,0.0009325750358648,0.2257031331224151,0.6911018667543629,2,2,32.09137,5.36,34665183.8368,2797049.256100001
15.093303,956.48047,905.111,1,1963,15.283405,6,3,7.292465,0.0034357291953463,0.0020311656285369,0.4117026232193915,1.3695858406278556,3,2,28.150225,5.16,34634864.7871,2800273.3647000007
14.347277,961.68774,890.6922,1,2040,11.038423,3,4,7.289062,0.0005567997001052,0.000552110972952,0.2352448367034292,0.7304632027085847,1,2,27.495775,4.97,34660150.1308,2797253.8944000006
14.930675,947.0091,897.3654,1,1952,8.599173,1,3,6.885291,0.0052292884580281,0.0040120674493193,0.2570542014791628,0.8105309601303777,1,2,27.759224,4.97,34645283.2057,2797207.6301000006
13.894871,982.3668,887.62445,1,2136,16.198761,5,3,5.821078,-0.0021349377165566,-0.0009224407205837,0.2982986002356838,0.9572368671307856,2,2,33.28521,5.12,34667597.783,2797167.6094000004
14.865833,949.28973,896.95593,4,1988,9.589469,2,5,10.094631,0.0067775897078095,0.0050928040320775,0.3344505138393886,1.0911009716719364,2,4,27.912989,5.36,34647107.4847,2797569.9000000004
14.591466,954.65405,893.1058,2,2104,6.5443487,7,1,5.7232537,-0.003867485897559,-0.0026675671832844,0.2108141747986095,0.625427652635398,2,2,31.807213,4.57,34656587.2034,2797517.8301999997
13.993479,976.4412,887.2576,1,2168,4.4933944,6,2,5.655812,-0.001113599400204,0.0021224719538508,0.3194740011523098,1.03758418778881,2,2,35.990017,5.17,34665502.403400004,2797696.4790000003
14.915954,947.01416,897.5244,1,1962,4.0958056,1,5,9.243426,0.0016403112954909,0.0013619114204363,0.3641847137183668,1.193199758987421,1,2,28.262291,5.48,34645171.019,2797532.9921000004
14.01139,977.06586,887.86865,1,2153,8.417694,6,3,6.7298036,-0.0006510585197979,-0.0007162556405913,0.4019024704296263,1.3368109485643191,2,2,34.581673,5.04,34665548.0074,2798401.6863
15.016426,952.9726,904.08813,2,2000,8.240282,4,3,7.1332736,0.0025379065821465,0.0019252097608651,0.2444383379698721,0.7586231346077983,3,2,27.587505,5.09,34635675.4719,2798687.6996999998
14.970802,945.7523,901.022,2,2020,5.1977654,5,3,7.8522167,0.0008351995501188,0.0003499506590431,0.2134952527487066,0.6184639750959634,3,2,25.241625,4.69,34638880.1219,2798486.8323999997
14.804883,948.5206,898.22705,1,2065,3.5887117,6,3,8.881836,0.0008973910658714,0.000766980328428,0.4371772957047661,1.4634190350774685,1,2,28.08924,5.24,34645354.8999,2799771.2598
14.948073,945.96643,900.41486,2,2062,0.92740995,7,3,6.690823,-0.0028167152620827,-0.0011135990002349,0.2777083386668904,0.8650160284681983,1,2,25.779238,4.74,34640085.5835,2800333.861199999
15.022582,949.09375,901.9345,1,1958,6.3334126,2,4,8.005622,0.0027249732601549,0.0008991114998517,0.25084290431673,0.784168755277796,1,2,24.980173,5.22,34637693.6348,2800287.3358999994
15.052771,951.9952,903.1457,2,1960,8.354601,1,3,9.295148,-0.0003111014631401,-0.0016851067337484,0.3874753011098584,1.283935047835676,1,2,27.17554,5.67,34636442.0589,2800238.2444
14.059774,972.4783,887.5208,1,2090,4.198766,5,4,6.2326775,-3.0600584769745524e-14,-0.0003972937864231,0.418371017764781,1.3949370266936458,2,2,31.672445,5.88,34664302.8254,2797639.5431999993
14.709748,951.52167,897.9085,4,2035,5.057924,2,3,7.406338,-0.0006190290820733,-0.000516476784442,0.3433581793703347,1.12316209977092,1,2,25.065239,5.53,34647057.8317,2800527.5535000004
14.775192,951.16284,896.8882,1,2035,4.1414685,4,3,7.629482,9.205689808727108e-05,-6.110770945651476e-05,0.2179592175051327,0.652736580110154,2,2,26.311745,4.15,34648633.7943,2798296.0231999997
14.008813,980.88043,889.06366,6,2136,4.141677,2,3,6.285358,0.0015785283711513,0.0004125541069759,0.2376351315794202,0.7363665315746311,2,2,30.564674,5.09,34666338.3168,2799713.978599999
14.029023,982.4422,889.6297,6,2129,0.92740995,7,3,9.287301,0.0020732183294818,0.0013919987502767,0.2587727249458197,0.8197429322849334,2,2,27.353752,5.28,34666623.9908,2800367.9112
13.913896,993.18536,898.8089,2,2252,4.2318244,6,3,10.21545,-0.0019487989503768,-0.0012315193863095,0.322599479201881,1.0487274242391686,3,2,32.406998,4.43,34674941.3578,2800439.9811000004
